label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
04_fist_moved,0.0,0.0,-0.3784516237597939,-0.1474574351358886,-0.7278093530030983,-0.1099995664558865,-0.9593383602744724,0.184570867583461,-1.0,0.4825256874887222,-0.3177691567806895,-0.0603623640526469,-0.7243269484680552,0.3757384601438441,-0.8246689342337568,0.3455456255484633,-0.7247248494291009,0.2474275668596137,-0.1295428097394225,0.1828846722963426,-0.6536746804925537,0.5938827782397869,-0.7471277702483519,0.5059027973534274,-0.6212589469881793,0.3876422448811378,-0.0131034852662689,0.3817909416012652,-0.5217912466243961,0.7243768146091686,-0.6084471186709625,0.6002159495224417,-0.5006029347680613,0.4527725660139457,0.0510408228907182,0.5203797435166734,-0.3600316538611213,0.7536093404251782,-0.4559461774689691,0.6745881288081838,-0.4088327844344979,0.5611740168958824
07_ok,0.0,0.0,-0.1355561211119779,-0.0923061586828811,-0.2381113201320379,-0.2060137611457199,-0.3291383311571157,-0.2793517112319253,-0.3882703262362714,-0.354809490976564,-0.0970256682900821,-0.4846069554881083,-0.2155467264981728,-0.5936307690216386,-0.2965233132174814,-0.5108745675570152,-0.3305408775203657,-0.4148460574717765,0.0083970780032367,-0.5095269993195701,-0.0294334609862985,-0.7295326179631965,-0.060691168685426,-0.8736546784648115,-0.0839806730742363,-1.0,0.1059452650466747,-0.469761049055139,0.1423391984219465,-0.6945262025898624,0.1477623223122834,-0.8348008515567948,0.1481618199572108,-0.9593906490364104,0.1877179773185024,-0.384292266133399,0.2442296001323101,-0.555190637406422,0.2607375375992232,-0.6742243213260001,0.2705789241958884,-0.7861799491452338
04_fist_moved,0.0,0.0,-0.2742919396475032,-0.1360897599472662,-0.5407311761261919,-0.3273211163448265,-0.6853519111534089,-0.4991909443706271,-0.5376037270377658,-0.5489293698340609,-0.2198462943406151,-1.0,-0.3513841844854157,-0.761633538341427,-0.3385455118109342,-0.5180245098060101,-0.2771216108237231,-0.4876700490091039,0.0580527766973805,-0.9724989246908726,-0.0916816585136292,-0.6889142409552976,-0.1363264770572556,-0.4546700934556878,-0.1034739904412862,-0.4729653298185031,0.29989913607485,-0.8492908639833711,0.1624103737474903,-0.6029517075795344,0.0796208720590171,-0.4021793878327973,0.0930975591157319,-0.4124596128943942,0.5015042967634511,-0.6825511373568428,0.4214027483893083,-0.554536313498087,0.3302815712392832,-0.3998269849269282,0.3203917093062771,-0.3831766981754606
10_down,0.0,0.0,0.2262412681869758,0.0568339177320869,0.5228563984248278,0.0424480540364806,0.7815797784267005,0.0209261086952602,1.0,-0.0278344987382453,0.5799988484562626,-0.4475450018058299,0.8021988087919782,0.0065617637462625,0.8987266717885161,0.2969744060680539,0.9935359429950956,0.5201281703075029,0.5923226927977918,-0.5234459830025165,0.8597309226133529,-0.0188294848702855,0.9234514208479432,0.2805044226840158,0.9896195311123273,0.4929238218922422,0.613560823318877,-0.5194951120457872,0.8780081899186417,-0.0533272344165017,0.8852460494198371,0.1316525641331347,0.8965742155399082,0.2387906231770859,0.6426532963521072,-0.4387151912464068,0.8762343472927963,-0.1129542272996124,0.8792239991020285,-0.0328870422831739,0.8894174875293047,-0.0327561850402836
02_l,0.0,0.0,-0.1935731757110861,-0.055504418570501,-0.3624749693916629,-0.1541542424429644,-0.5284432476500603,-0.2207818492825248,-0.6632429881539491,-0.2635049945877531,-0.2243514261579085,-0.4975061514563242,-0.2444173840344421,-0.7211679173825715,-0.2351158757673604,-0.871414367873435,-0.2324844471313565,-1.0,-0.103071129437785,-0.4848775329398205,0.0031112733963014,-0.6128401216709233,0.0055674883039959,-0.4733493007373606,-0.0360166829590274,-0.3946635801007241,0.0090778690601348,-0.4356987031173416,0.1111255332156167,-0.4770289586482457,0.0778400133284557,-0.3297388369836829,0.0137770910764097,-0.2903823225461692,0.1000202394754409,-0.3717091399528984,0.1882892860070254,-0.4200353081953085,0.1454217971560165,-0.3190422339292395,0.0798433524814686,-0.2856203424665114
07_ok,0.0,0.0,-0.1294873966566143,-0.1462509233132098,-0.1991692070242961,-0.2735240999703406,-0.2809821565196146,-0.3392961157559266,-0.3689892939747399,-0.3611231455809111,-0.035591795752098,-0.4940670238805161,-0.1915223160001284,-0.5601257154299883,-0.2910591008613811,-0.4956518481062397,-0.3512119725622484,-0.4104296452651113,0.0428955731972486,-0.4875910797711127,0.0283621667335209,-0.724799138052091,0.0085727230765646,-0.8844224388566722,-0.0192310477566245,-1.0,0.1014255231793333,-0.4251664482620301,0.1923023700418944,-0.6270789109280612,0.2125345002710904,-0.7647534903285892,0.2185417822448048,-0.8743210145142002,0.1307466604871062,-0.3293753396501705,0.2530689734646237,-0.4607929568125558,0.3213234659776792,-0.5556502045614977,0.3795271471400747,-0.6482131016334063
06_index,0.0,0.0,-0.1364709907154164,-0.0739596795211662,-0.2292787804875359,-0.2334618240071911,-0.2032637995344537,-0.4031949858126838,-0.1319365879593386,-0.5426880335560019,-0.2156176760591597,-0.5427731929873231,-0.2777412361448976,-0.7507600326080976,-0.3070710632786038,-0.8944249734994878,-0.3219753728727143,-1.0,-0.0583434003217434,-0.5568792094950193,-0.0103564896326663,-0.6253517421475348,0.0054472015814412,-0.3919289444408842,-0.0108251728338229,-0.2196003192192093,0.0904141358284352,-0.5128569298272808,0.139123002444627,-0.4877979400730018,0.1015897489120116,-0.2604758660009609,0.0466315278839547,-0.1193967085328402,0.2217350027195878,-0.4390721028363237,0.2489941078250734,-0.3774508608638254,0.1923127255269867,-0.2032109884338788,0.1281058226627749,-0.0933844845397647
03_fist,0.0,0.0,-0.1488740636550089,-0.1403399852065909,-0.0751471890007013,-0.3875006144567446,0.15367108391718,-0.5506161404530067,0.5141619216413796,-0.6619903444170364,0.3949178331023236,-0.973411150328826,0.5910729401764915,-0.9642860322273368,0.5468514075220345,-0.7003665065144025,0.4560360553541344,-0.501252137051529,0.6371988049154993,-0.8974250101506319,0.8961910648893417,-0.7786186857554022,0.7404310215696575,-0.4476628000726121,0.6101514834243763,-0.3018795989910135,0.8008966617290794,-0.746808792285752,0.9965725893071752,-0.6505107441874328,0.846435357408684,-0.3726061829637366,0.7081529797958882,-0.261015806343361,0.8711874168548098,-0.5811148703176946,1.0,-0.4943574485511011,0.90639588509446,-0.2648647246866076,0.8354947373473196,-0.1581040748448955
09_c,0.0,0.0,-0.2065284627700794,-0.1688921865920539,-0.3671513830412378,-0.3734635362426535,-0.5187704401637018,-0.5036499539500745,-0.6419487121525324,-0.5855317872701798,-0.1200118823231906,-0.7601844477726531,-0.3604069173071277,-0.9650016385927151,-0.5671884682652706,-0.984646006485106,-0.7145860673698179,-1.0,0.0306847129508194,-0.7165831087744742,-0.3470258549234676,-0.6730046954409075,-0.3874197610448918,-0.3982059726721896,-0.3021771228486022,-0.2915985661773698,0.1290604818751716,-0.5762507256599995,-0.2722097253735333,-0.4414395951592423,-0.2894648766623632,-0.2118192044459901,-0.1961602090040164,-0.1670751360436114,0.1893137275465239,-0.4120226923663598,-0.1401247281584092,-0.3024760623658909,-0.1589647466689671,-0.1581759365674036,-0.0745521708339694,-0.1270827426258275
02_l,0.0,0.0,-0.1602263573717676,-0.1246822261961756,-0.3129901456798117,-0.3153075345772663,-0.4733921974536937,-0.4411214073261915,-0.6261543488573704,-0.4968185594399729,-0.1555664803765566,-0.6077007464439812,-0.2309134222572537,-0.7515964884192133,-0.276205007150154,-0.8787339152710238,-0.3056932157485166,-1.0,0.016702660374926,-0.6425044512106622,-0.0845956074528722,-0.5552741292565164,-0.100537886775169,-0.3575632075031955,-0.0744478136959631,-0.2642808603631714,0.1653552464421885,-0.5893332763794544,0.0615344310362056,-0.4631653646001814,0.0243386633537802,-0.3194266095485776,0.0460193837538334,-0.277754765847066,0.2928247310371256,-0.4953667032138045,0.2107635971799724,-0.4146239789029529,0.1500003039965255,-0.3124462257428311,0.1570968300645394,-0.2838046084937876
